,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
1827,oakland east,"large 2 bedroom , 1.1/2 bath townhome",1250.0,2.0,4061920703,-122.163977,East Bay,/eby/apa/4061920703.html,37.761128,1100.0,Sep,18,2013,60014097001004,6001,Alameda,1.1363636363636365,0
1828,,This Gorgeous 1BR/1BA Alameda Apartment Is Your Next Home!,1745.0,1.0,4075810373,-122.286478,East Bay,/eby/apa/4075810373.html,37.768985,745.0,Sep,18,2013,60014277003016,6001,Alameda,2.3422818791946307,2
1829,fremont / union city / newark,Alderwood Park just minutes away from the Dumbarton Bridge! 9-6PM ,1849.0,2.0,4075900958,-122.03877299999999,East Bay,/eby/apa/4075900958.html,37.530136999999996,850.0,Sep,18,2013,60014444003014,6001,Alameda,2.175294117647059,2
1831,oakland east,"Oakland East, large 3 bedrooms 2 bath , One Car garage ",1690.0,3.0,4061924373,-122.165651,East Bay,/eby/apa/4061924373.html,37.76035,1400.0,Sep,18,2013,60014097001004,6001,Alameda,1.207142857142857,0
1832,vallejo / benicia,"Spacious layouts, fireplaces, ground level, storage, much more! ",985.0,1.0,4075694372,-122.244863,East Bay,/eby/apa/4075694372.html,38.129373,780.0,Sep,18,2013,60952519012011,6095,Solano,1.2628205128205128,0
1834,fairfield / vacaville,New remodeling inside the house,1525.0,3.0,4075897892,-122.0356,East Bay,/eby/apa/4075897892.html,38.2671,1109.0,Sep,18,2013,60952526052000,6095,Solano,1.3751127141568982,0
1835,fremont / union city / newark,Only 2 left to Rent and Move In ASAP.,1740.0,1.0,4076037690,-121.9287,East Bay,/eby/apa/4076037690.html,37.5176,701.0,Sep,18,2013,60014431052020,6001,Alameda,2.4821683309557776,2
1838,concord / pleasant hill / martinez,"3 Bedrooms, 2.5 Bath, Townhouse apartment, pleasant Hill",2000.0,3.0,4076108647,-122.07278000000001,East Bay,/eby/apa/4076108647.html,37.975295,1300.0,Sep,18,2013,60133212003006,6013,Contra Costa,1.5384615384615385,0
1839,concord / pleasant hill / martinez,Enjoy Small Town Living While Being Close to Big Cities! ,1850.0,2.0,4076079901,-122.10061,East Bay,/eby/apa/4076079901.html,37.994495,1030.0,Sep,18,2013,60133200031019,6013,Contra Costa,1.796116504854369,1
1840,oakland hills / mills,"Spacious 2 Br, 2 ½ Bath Townhouse In The Laurel District ",2195.0,2.0,4076084097,-122.194051,East Bay,/eby/apa/4076084097.html,37.789396999999994,1200.0,Sep,18,2013,60014069003003,6001,Alameda,1.8291666666666666,1
1841,hayward / castro valley,RESERVE YOUR RENOVATED HOME TODAY AT METRO SIX55! WALK TO BART!,1960.0,2.0,4075832545,-122.055475,East Bay,/eby/apa/4075832545.html,37.63625,950.0,Sep,18,2013,60014379001023,6001,Alameda,2.0631578947368423,1
1842,fairfield / vacaville, Beautifully Remodeled Single Family Home in Great Neighborhood ,1700.0,3.0,4049509302,-121.940722,East Bay,/eby/apa/4049509302.html,38.341315,1500.0,Sep,18,2013,60952529103007,6095,Solano,1.1333333333333333,0
1844,fremont / union city / newark,Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4066035754,-122.082574,East Bay,/eby/apa/4066035754.html,37.5828,2139.0,Sep,18,2013,60014403322000,6001,Alameda,1.402524544179523,0
1845,vallejo / benicia,ALL UTILITIES INCLUDED BRAND NEW REMODELED 4BR/2BTH,2100.0,4.0,4075774803,-122.240261,East Bay,/eby/apa/4075774803.html,38.088487,1400.0,Sep,18,2013,60952507012001,6095,Solano,1.5,0
1846,fairfield / vacaville,Live in an Elegant 1BR/1BA Apartment!,1248.0,1.0,4075802982,-121.97423899999998,East Bay,/eby/apa/4075802982.html,38.346283,708.0,Sep,18,2013,60952531054008,6095,Solano,1.7627118644067796,1
1847,fremont / union city / newark,Desirable Location Near Restaurants and Fine Shopping Downtown! ,1999.0,2.0,4075720444,-122.0469,East Bay,/eby/apa/4075720444.html,37.5735,910.0,Sep,18,2013,60014415211015,6001,Alameda,2.196703296703297,2
1848,fremont / union city / newark,A place you'll be proud to call home!,1733.0,1.0,4075702496,-121.97246799999999,East Bay,/eby/apa/4075702496.html,37.539541,800.0,Sep,18,2013,60014424001001,6001,Alameda,2.16625,1
1849,fremont / union city / newark,Gorgeous Remodeled Luxury Home 4 Bed + Loft,3200.0,4.0,4075722594,-122.068773,East Bay,/eby/apa/4075722594.html,37.575035,2450.0,Sep,18,2013,60014415011022,6001,Alameda,1.3061224489795917,0
1850,concord / pleasant hill / martinez,Short of cash? Rob a bank or save $100/mo + renting at Muir Creek ,1525.0,2.0,4075714481,-122.10061,East Bay,/eby/apa/4075714481.html,37.994495,903.0,Sep,18,2013,60133200031019,6013,Contra Costa,1.688815060908084,1
1851,concord / pleasant hill / martinez,The Best Apartment Homes With The Best Management Team! ,1850.0,2.0,4075719899,-122.10061,East Bay,/eby/apa/4075719899.html,37.994495,1030.0,Sep,18,2013,60133200031019,6013,Contra Costa,1.796116504854369,1
1852,dublin / pleasanton / livermore,"3 bedroom, 2.5 bath single family home for rent",2500.0,3.0,4075732695,-121.724263,East Bay,/eby/apa/4075732695.html,37.717029,1600.0,Sep,18,2013,60014511012004,6001,Alameda,1.5625,0
1853,oakland lake merritt / grand,"1 BR/1 BA Top floor, walkin closet, private balcony, Lake 1/2 blk away",1500.0,1.0,4033519017,-122.25338,East Bay,/eby/apa/4033519017.html,37.809127000000004,710.0,Sep,18,2013,60014037022000,6001,Alameda,2.112676056338028,1
1854,kentfield / ross,Custom 2006 Kentfield Home with Grand Views,11500.0,4.0,4076540355,-122.55105900000001,North Bay,/nby/apa/4076540355.html,37.958895,4600.0,Sep,18,2013,60411191002000,6041,Marin,2.5,2
1855,petaluma,"West Side, 1 bedroom cottage",1150.0,1.0,4076046536,-122.63299599999999,North Bay,/nby/apa/4076046536.html,38.226417,450.0,Sep,18,2013,60971507024002,6097,Sonoma,2.5555555555555554,2
1857,sonoma,Lovely condo in downtown Sonoma,1700.0,2.0,4044269831,-122.47154599999999,North Bay,/nby/apa/4044269831.html,38.291489,1300.0,Sep,18,2013,60971502033011,6097,Sonoma,1.3076923076923077,0
1858,sonoma,"Eastside condo, close to plaza",1595.0,2.0,4043772563,-122.453452,North Bay,/nby/apa/4043772563.html,38.29637,1000.0,Sep,18,2013,60971502021002,6097,Sonoma,1.595,0
1861,napa county,Cozy One Bdrm Napa,1015.0,1.0,4075092596,-122.2564,North Bay,/nby/apa/4075092596.html,38.4549,650.0,Sep,18,2013,60552014032017,6055,Napa,1.5615384615384615,0
1863,sausalito,Houseboat Available for 5 Month Rental,5500.0,3.0,4062855906,-122.4946,North Bay,/nby/apa/4062855906.html,37.8601,3400.0,Sep,18,2013,60411302024002,6041,Marin,1.6176470588235294,0
1865,napa county,HIGH END LIVE WORK EXECUTIVE HOME WALK TO DOWNTOWN NAPA,2400.0,3.0,4075717572,-122.30041200000001,North Bay,/nby/apa/4075717572.html,38.287865000000004,2400.0,Sep,18,2013,60552002012025,6055,Napa,1.0,0
1871,pittsburg / antioch, Large Antioch 4 bed 2.5 bath 2028 sq. ft. Home - SELECT 1 REALTY  ,1595.0,4.0,4063347297,-121.810566,East Bay,/eby/apa/4063347297.html,37.980222,2028.0,Sep,18,2013,60133551071000,6013,Contra Costa,0.7864891518737672,0
1872,brentwood / oakley,"Large and open 3 bedrooms plus loft, 2.5 baths Discovery Bay Home - Se",1800.0,4.0,4075975430,-121.635453,East Bay,/eby/apa/4075975430.html,37.89262100000001,1725.0,Sep,18,2013,60133040051020,6013,Contra Costa,1.0434782608695652,0
1875,hayward / castro valley,"Hayward Hills , close to Cal State",2200.0,3.0,4061927499,-122.05717299999999,East Bay,/eby/apa/4061927499.html,37.667231,1500.0,Sep,18,2013,60014364022001,6001,Alameda,1.4666666666666666,0
1876,richmond / point / annex,Richmond Annex - Renovated 1BD/1BA w/ Private Patio & Garage Parking,1250.0,1.0,4014589145,-122.31196399999999,East Bay,/eby/apa/4014589145.html,37.914947,675.0,Sep,18,2013,60133830001014,6013,Contra Costa,1.8518518518518519,1
1879,vallejo / benicia,741 Rosewood Ave.*** 2 Weeks Free,1150.0,3.0,4031718908,-122.216177,East Bay,/eby/apa/4031718908.html,38.098334,1020.0,Sep,18,2013,60952505011004,6095,Solano,1.1274509803921569,0
1880,concord / pleasant hill / martinez,"JUST THE FACTS, MA'AM!!! ",1525.0,2.0,4076073375,-122.10061,East Bay,/eby/apa/4076073375.html,37.994495,903.0,Sep,18,2013,60133200031019,6013,Contra Costa,1.688815060908084,1
1881,vallejo / benicia,Very Large Remodel 1BDR/ Only $500.00 Dep (oac),750.0,1.0,4076068594,-122.266806,East Bay,/eby/apa/4076068594.html,38.115078999999994,800.0,Sep,18,2013,60952517012029,6095,Solano,0.9375,0
1882,hayward / castro valley,Forest of Redwoods,1460.0,2.0,4076042619,-122.079874,East Bay,/eby/apa/4076042619.html,37.653132,950.0,Sep,18,2013,60014366013003,6001,Alameda,1.5368421052631578,0
1883,oakland east,Work/live artist loft 1275 sq/ft ,1400.0,1.0,4050548398,-122.214854,East Bay,/eby/apa/4050548398.html,37.767746,1275.0,Sep,18,2013,60014073002019,6001,Alameda,1.0980392156862746,0
1884,san leandro,Must See!! Extra Large 1 BDRM located Near Downtown San Leandro,1250.0,1.0,4076086315,-122.133522,East Bay,/eby/apa/4076086315.html,37.710452000000004,750.0,Sep,18,2013,60014331032004,6001,Alameda,1.6666666666666667,1
1885,concord / pleasant hill / martinez,Want to Put the Wind Back in Your Sails?  Drop Anchor Here!!! ,1325.0,1.0,4076067632,-122.10061,East Bay,/eby/apa/4076067632.html,37.994495,550.0,Sep,18,2013,60133200031019,6013,Contra Costa,2.409090909090909,2
1887,fairfield / vacaville,1 unit left! Hurry! Reserve for Mid October Move-in!,950.0,1.0,4076084785,-122.042,East Bay,/eby/apa/4076084785.html,38.2408,629.0,Sep,18,2013,60952527022012,6095,Solano,1.5103338632750398,0
1888,fremont / union city / newark,Plan your move-in this for this Friday! Alderwood Park $99 Deposit,1848.0,2.0,4075829929,-122.037173,East Bay,/eby/apa/4075829929.html,37.530537,850.0,Sep,18,2013,60014444003011,6001,Alameda,2.1741176470588237,2
1889,fremont / union city / newark, Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4063327999,-122.082574,East Bay,/eby/apa/4063327999.html,37.5828,2139.0,Sep,18,2013,60014403322000,6001,Alameda,1.402524544179523,0
1890,concord / pleasant hill / martinez,Top Floor 2bed 2bath DVC so Close!!!,2040.0,2.0,4075827015,-122.070774,East Bay,/eby/apa/4075827015.html,37.973521999999996,1116.0,Sep,18,2013,60133212003006,6013,Contra Costa,1.8279569892473118,1
1891,dublin / pleasanton / livermore,Excellent Condo in Dublin Terrace,2100.0,2.0,4075796173,-121.88569199999999,East Bay,/eby/apa/4075796173.html,37.70619,1130.0,Sep,18,2013,60014501011010,6001,Alameda,1.8584070796460177,1
1892,fremont / union city / newark,3BR/1.5Bath/1255 sq.ft  Townhome in Unioncity.,2100.0,3.0,4075822234,-122.067128,East Bay,/eby/apa/4075822234.html,37.585381,1255.0,Sep,18,2013,60014403061017,6001,Alameda,1.6733067729083666,1
1893,concord / pleasant hill / martinez,Large Luxury apartment w/floorcloth ,1560.0,2.0,4075742354,-122.03107,East Bay,/eby/apa/4075742354.html,37.97798,1625.0,Sep,18,2013,60133280001015,6013,Contra Costa,0.96,0
1894,san leandro,Don't miss this great Single Family Home,2500.0,5.0,4075764913,-122.137262,East Bay,/eby/apa/4075764913.html,37.707525,1672.0,Sep,18,2013,60014331031006,6001,Alameda,1.4952153110047848,0
1896,albany / el cerrito,Simple Modest 1 br 1 ba apt,1200.0,1.0,4033526067,-122.296844,East Bay,/eby/apa/4033526067.html,37.883982,518.0,Sep,18,2013,60014205002006,6001,Alameda,2.3166023166023164,2
1897,oakland lake merritt / grand,"Top floor Huge 2 BR/2 BA great light, lots of closets, 2 blks to Lake",2000.0,2.0,4033523898,-122.25238300000001,East Bay,/eby/apa/4033523898.html,37.81309,850.0,Sep,18,2013,60014036001005,6001,Alameda,2.3529411764705883,2
1898,emeryville,Open House Sunday 12-2PM  3BR 1 1/2 Ba Edwardian Flat. ,2600.0,3.0,4075728731,-122.284523,East Bay,/eby/apa/4075728731.html,37.841609999999996,1300.0,Sep,18,2013,60014008003009,6001,Alameda,2.0,1
1900,oakland lake merritt / grand,Beautiful 2 bedroom unit in a small building. Laundry inside. ,1250.0,2.0,4069725846,-122.240779,East Bay,/eby/apa/4069725846.html,37.793027,750.0,Sep,18,2013,60014059021013,6001,Alameda,1.6666666666666667,1
1902,mill valley,"FANTASTIC FLAT WITH GORGEOUS VIEWS IN QUIET, UPSCALE NEIGHBORHOOD",2350.0,2.0,4066341435,-122.543687,North Bay,/nby/apa/4066341435.html,37.908625,1000.0,Sep,18,2013,60411261005022,6041,Marin,2.35,2
1903,napa county,Beautifully Updated Home in Angwin,2350.0,3.0,4076501087,-122.440304,North Bay,/nby/apa/4076501087.html,38.577533,1604.0,Sep,18,2013,60552017002002,6055,Napa,1.4650872817955112,0
1904,napa county,Spacious Home Located across the street from Las Posadas State Forest,2000.0,3.0,4076491463,-122.434693,North Bay,/nby/apa/4076491463.html,38.56456,2500.0,Sep,18,2013,60552017001004,6055,Napa,0.8,0
1905,larkspur,Live LARGE in This RENOVATED Apartment w/ MT TAM VIEWS Available Soon!,2500.0,1.0,4076381612,-122.506747,North Bay,/nby/apa/4076381612.html,37.948557,778.0,Sep,18,2013,60411212002024,6041,Marin,3.2133676092544987,3
1906,sausalito,Spacious 597 sq ft 1 BR in Sausalito ,1941.0,1.0,4076463711,-122.51498500000001,North Bay,/nby/apa/4076463711.html,37.875826,597.0,Sep,18,2013,60411290002000,6041,Marin,3.251256281407035,4
1907,sonoma,Furnished apartment close to plaza,1395.0,1.0,4076029337,-122.45989099999998,North Bay,/nby/apa/4076029337.html,38.278514,700.0,Sep,18,2013,60971502032004,6097,Sonoma,1.9928571428571429,1
1908,novato,3B/3B $2300,2300.0,3.0,4076026875,-122.582402,North Bay,/nby/apa/4076026875.html,38.096538,1675.0,Sep,18,2013,60411032003016,6041,Marin,1.373134328358209,0
1909,san rafael,Beautifl vistas from this superb 1 bedroom!! enjoy walk in closet!!,2235.0,1.0,4076020650,-122.53527,North Bay,/nby/apa/4076020650.html,38.021878,880.0,Sep,18,2013,60411060013034,6041,Marin,2.539772727272727,2
1911,novato,One Bedroom Apt.  ,1250.0,1.0,4075982185,-122.603893,North Bay,/nby/apa/4075982185.html,38.114719,580.0,Sep,18,2013,60411022023012,6041,Marin,2.1551724137931036,1
1912,santa rosa,Spectacular home in Micro-Community Triplex,1550.0,2.0,4074760848,-122.5912,North Bay,/nby/apa/4074760848.html,38.364894,1000.0,Sep,18,2013,60971505003032,6097,Sonoma,1.55,0
1914,mill valley,Peaceful setting-Beautiful views- Spacious home,3700.0,3.0,4049155812,-122.539176,North Bay,/nby/apa/4049155812.html,37.888876,2016.0,Sep,17,2013,60411282003025,6041,Marin,1.8353174603174602,1
1916,santa rosa,Immediately available,1600.0,3.0,4074732225,-122.7473,North Bay,/nby/apa/4074732225.html,38.4822,1050.0,Sep,17,2013,60971528013006,6097,Sonoma,1.5238095238095237,0
1918,sebastopol,WINE COUNTRY CHARMER! 3 BdRm,2300.0,3.0,4074716955,-122.84319099999999,North Bay,/nby/apa/4074716955.html,38.406240000000004,1800.0,Sep,17,2013,60971534014005,6097,Sonoma,1.2777777777777777,0
1920,petaluma,Pet Friendly Home in Petaluma 3bd/2ba,2200.0,3.0,4074711809,-122.63193899999999,North Bay,/nby/apa/4074711809.html,38.248218,1200.0,Sep,17,2013,60971509013004,6097,Sonoma,1.8333333333333333,1
1922,tiburon / belvedere,"Tiburon, Close to Downtown, Deck, View, Wood Burning Fireplace",2795.0,2.0,4047802572,-122.46168300000001,North Bay,/nby/apa/4047802572.html,37.882526,1100.0,Sep,18,2013,60411242002002,6041,Marin,2.540909090909091,2
1923,san rafael,Spacious 1br in central San Rafael!,1495.0,1.0,4058862309,-122.527299,North Bay,/nby/apa/4058862309.html,37.987097999999996,645.0,Sep,18,2013,60411090011014,6041,Marin,2.317829457364341,2
1924,sausalito,"Nicely situated 2 BR, 2 BA apartment in a great location",2321.0,2.0,4075676006,-122.51498500000001,North Bay,/nby/apa/4075676006.html,37.875826,888.0,Sep,18,2013,60411290002000,6041,Marin,2.6137387387387387,3
1925,san rafael,Fantastic 1BR with a Courtyard View Available to Move-In Today!,1862.0,1.0,4075666784,-122.530625,North Bay,/nby/apa/4075666784.html,38.021252000000004,706.0,Sep,18,2013,60411060013037,6041,Marin,2.6373937677053823,3
1927,larkspur,"Pet-Friendly Apartments Close to Shopping, Dining, & Entertainment!",2780.0,1.0,4074121497,-122.508172,North Bay,/nby/apa/4074121497.html,37.94931500000001,833.0,Sep,17,2013,60411212002020,6041,Marin,3.3373349339735894,4
1928,napa county,GORGEOUS REMODELED 3 BDRM HISTORIC DOWNTOWN NAPA HOME,2600.0,3.0,4074137862,-122.283984,North Bay,/nby/apa/4074137862.html,38.293014,1500.0,Sep,17,2013,60552002023003,6055,Napa,1.7333333333333334,1
1929,russian river,Forestville - Summer Home Park ,1600.0,2.0,4074124606,-122.938507,North Bay,/nby/apa/4074124606.html,38.496412,1282.0,Sep,17,2013,60971537063016,6097,Sonoma,1.24804992199688,0
1930,larkspur,Fantastic Apartments Now Available at Larkspur Courts,2330.0,1.0,4074120954,-122.508172,North Bay,/nby/apa/4074120954.html,37.94931500000001,781.0,Sep,17,2013,60411212002020,6041,Marin,2.9833546734955187,3
1933,rohnert pk / cotati,Two bed/1.5 bath townhouse,1350.0,2.0,4073448636,-122.6941,North Bay,/nby/apa/4073448636.html,38.347,1000.0,Sep,17,2013,60971513062005,6097,Sonoma,1.35,0
1935,mill valley,"Nice, spacious apartment with large deck and beautiful view of Mt. Tam",1595.0,1.0,4073432299,-122.51219499999999,North Bay,/nby/apa/4073432299.html,37.901070000000004,900.0,Sep,17,2013,60411250003003,6041,Marin,1.7722222222222221,1
1937,vallejo / benicia,10 Lee St #8,950.0,2.0,4032213069,-122.26585800000001,East Bay,/eby/apa/4032213069.html,38.113739,1000.0,Sep,18,2013,60952517012028,6095,Solano,0.95,0
1939,hayward / castro valley,Quiet Garden Apartments,1125.0,1.0,4076046742,-122.068126,East Bay,/eby/apa/4076046742.html,37.636121,500.0,Sep,18,2013,60014377012001,6001,Alameda,2.25,2
1940,fairfield / vacaville,LUXURIOUS 3 BEDROOM + LOFT/ 2.5 BATH HOME IN VACAVILLE ,1850.0,3.0,4050964105,-121.954175,East Bay,/eby/apa/4050964105.html,38.355825,1700.0,Sep,18,2013,60952529123002,6095,Solano,1.088235294117647,0
1943,"hercules, pinole, san pablo, el sob",4675 Appian way 2 B.R. 2 bath apt,1600.0,3.0,4075722425,-122.30238,East Bay,/eby/apa/4075722425.html,37.973923,1300.0,Sep,18,2013,60133630002004,6013,Contra Costa,1.2307692307692308,0
1944,albany / el cerrito,"7200 Manila, el cerrito 3B.R. 2 bath ",2700.0,3.0,4075696312,-122.304461,East Bay,/eby/apa/4075696312.html,37.918878,1900.0,Sep,18,2013,60133870002003,6013,Contra Costa,1.4210526315789473,0
1946,danville / san ramon,"Vaulted Ceilings,Fireplace,Washer & Dryer!!",2237.0,2.0,4075714215,-121.983673,East Bay,/eby/apa/4075714215.html,37.77832,1057.0,Sep,18,2013,60133452022015,6013,Contra Costa,2.116367076631977,1
1947,oakland west,2 BEDROOM TOWNHOMES! OCONLY 4 AVAILABLE! ME SEE TODAY! ONE MONTH FREE,1164.0,2.0,4075580587,-122.2851,East Bay,/eby/apa/4075580587.html,37.8071,844.0,Sep,18,2013,60014025001008,6001,Alameda,1.3791469194312795,0
1950,santa rosa,"Live in the Luxurious, Beautiful Fountaingrove ",1875.0,2.0,4076438962,-122.725664,North Bay,/nby/apa/4076438962.html,38.478182000000004,1100.0,Sep,18,2013,60971524003047,6097,Sonoma,1.7045454545454546,1
1951,larkspur,LIMITED INVENTORY: Huge & Renovated Town Home Available Soon!,3850.0,2.0,4076433523,-122.506747,North Bay,/nby/apa/4076433523.html,37.948557,1108.0,Sep,18,2013,60411212002024,6041,Marin,3.4747292418772564,4
1952,larkspur,Enjoy Summer In This Renovated Apartment w/ Washer/Dryer & GREAT VIEWS,2570.0,1.0,4076387729,-122.506747,North Bay,/nby/apa/4076387729.html,37.948557,708.0,Sep,18,2013,60411212002024,6041,Marin,3.6299435028248586,4
1953,san rafael,Small One Bedroom San Rafael,1100.0,1.0,4076437261,-122.497331,North Bay,/nby/apa/4076437261.html,37.966933000000004,480.0,Sep,18,2013,60411122021005,6041,Marin,2.2916666666666665,2
1954,rohnert pk / cotati,"Garage, Pool-SPA, Tennis Ct.",1200.0,2.0,4076414491,-122.695769,North Bay,/nby/apa/4076414491.html,38.346709000000004,850.0,Sep,18,2013,60971513064007,6097,Sonoma,1.411764705882353,0
1955,larkspur,Limited Inventory: RENOVATED TOP FLOOR Apartment! Hurry In For a Tour!,3195.0,2.0,4076395351,-122.506747,North Bay,/nby/apa/4076395351.html,37.948557,950.0,Sep,18,2013,60411212002024,6041,Marin,3.363157894736842,4
1958,mill valley,"Sunny and clean Townhouse, Shelter Ridge",3290.0,3.0,4074695749,-122.519554,North Bay,/nby/apa/4074695749.html,37.895286,1350.0,Sep,17,2013,60411262003002,6041,Marin,2.437037037037037,2
1959,sausalito,Wonderful Bay Views and Close to Caledonia St,2650.0,2.0,4074667392,-122.49191499999999,North Bay,/nby/apa/4074667392.html,37.861166,850.0,Sep,17,2013,60411302024001,6041,Marin,3.1176470588235294,3
1960,santa rosa,2 Bed 1.5 Bath; w/d Hookups; Mo. to Mo.,1250.0,2.0,4074673512,-122.744052,North Bay,/nby/apa/4074673512.html,38.434345,992.0,Sep,17,2013,60971530031003,6097,Sonoma,1.2600806451612903,0
1961,sonoma,3 Bdr 2 Ba - Rustic Country Home,2500.0,,4074667069,-122.48289199999999,North Bay,/nby/apa/4074667069.html,38.318313,1700.0,Sep,17,2013,60971503062012,6097,Sonoma,1.4705882352941178,0
1962,napa county,***DOWNTOWN NAPA |CARRIAGE HOUSE***,1895.0,2.0,4042029359,-122.292448,North Bay,/nby/apa/4042029359.html,38.307097999999996,1200.0,Sep,17,2013,60552005031005,6055,Napa,1.5791666666666666,0
1963,napa county,2 bedroom 2 bathroom Apt. Available,1295.0,2.0,4074631137,-122.30663700000001,North Bay,/nby/apa/4074631137.html,38.299372,900.0,Sep,17,2013,60552008041004,6055,Napa,1.4388888888888889,0
1964,petaluma,712 Vanessa Way - Immaculate 5 bedroom / 3 bath ,2995.0,5.0,4074635820,-122.654596,North Bay,/nby/apa/4074635820.html,38.241138,2546.0,Sep,17,2013,60971509022006,6097,Sonoma,1.1763550667714062,0
1967,tiburon / belvedere,"Tiburon Views, Large Balcony, Close to Town",2895.0,2.0,4018255201,-122.46128300000001,North Bay,/nby/apa/4018255201.html,37.882926,1100.0,Sep,18,2013,60411242005001,6041,Marin,2.631818181818182,3
1968,san rafael,$1125 Small Studio Near Town Quiet ,1125.0,,4052585562,-122.52328600000001,North Bay,/nby/apa/4052585562.html,37.975225,250.0,Sep,18,2013,60411090013007,6041,Marin,4.5,4
1973,corte madera,Corte Madera Home in Reed School District,6250.0,4.0,4075503950,-122.498602,North Bay,/nby/apa/4075503950.html,37.918092,1640.0,Sep,18,2013,60411212004004,6041,Marin,3.8109756097560976,4
1974,san rafael,$400 off move in!! Turn key beautiful new home awaiting your arrival!!,1831.0,1.0,4075546153,-122.535206,North Bay,/nby/apa/4075546153.html,38.022901,650.0,Sep,18,2013,60411060013034,6041,Marin,2.816923076923077,3
1975,san rafael,private location make good use w/ multiple outdoor spaces!! ,1847.0,1.0,4074091937,-122.532331,North Bay,/nby/apa/4074091937.html,38.021582,650.0,Sep,17,2013,60411060013034,6041,Marin,2.8415384615384616,3
1977,san rafael,"Video ~ Elegant Peacock Gap Estate, Custom Details Throughout --PRANDI",8500.0,4.0,4074050575,-122.470281,North Bay,/nby/apa/4074050575.html,37.998425,4781.0,Sep,17,2013,60411102001005,6041,Marin,1.7778707383392596,1
1979,napa county,"""THE BARN"" IN ST. HELENA",2300.0,1.0,4074047158,-122.48107900000001,North Bay,/nby/apa/4074047158.html,38.549239,1200.0,Sep,17,2013,60552017004041,6055,Napa,1.9166666666666667,1
1981,santa rosa,"2 Bedroom, 2 Bath Luxury Apartment",1690.0,2.0,4073393250,-122.70663200000001,North Bay,/nby/apa/4073393250.html,38.417144,920.0,Sep,17,2013,60971514021022,6097,Sonoma,1.8369565217391304,1
1982,santa rosa,3 Bed/2 Bath Apt in Beautiful Bennett Valley,1895.0,3.0,4063081300,-122.66381299999999,North Bay,/nby/apa/4063081300.html,38.427,1150.0,Sep,17,2013,60971515026000,6097,Sonoma,1.6478260869565218,1
1983,santa rosa,Two Bedroom/Two Bath with a Bennett Valley Address. W/D. ,1700.0,2.0,4063078160,-122.663684,North Bay,/nby/apa/4063078160.html,38.426731,1000.0,Sep,17,2013,60971515026000,6097,Sonoma,1.7,1
1984,healdsburg / windsor,Condominium for Rent,2000.0,3.0,4073411204,-122.8073,North Bay,/nby/apa/4073411204.html,38.5443,1993.0,Sep,17,2013,60971538081012,6097,Sonoma,1.0035122930255895,0
1985,santa rosa,Luxury Apartment - 1 bedroom,1415.0,1.0,4067448007,-122.70576799999999,North Bay,/nby/apa/4067448007.html,38.416727,720.0,Sep,17,2013,60971514021021,6097,Sonoma,1.9652777777777777,1
1986,santa rosa,2 Bedroom 2 Bath Luxury Apartment 1st floor,1690.0,2.0,4067710951,-122.70663200000001,North Bay,/nby/apa/4067710951.html,38.417144,920.0,Sep,17,2013,60971514021022,6097,Sonoma,1.8369565217391304,1
1987,sebastopol,Wonderful two story Craftsman style home on private road Walk 2 town,2500.0,3.0,4072469139,-122.832803,North Bay,/nby/apa/4072469139.html,38.398313,1754.0,Sep,16,2013,60971534016006,6097,Sonoma,1.4253135689851768,0
1988,santa rosa,Desirable Montgomery Village house,1575.0,3.0,4072449405,-122.68369799999999,North Bay,/nby/apa/4072449405.html,38.444132,950.0,Sep,16,2013,60971518005011,6097,Sonoma,1.6578947368421053,1
1994,fairfield / vacaville,Amazing One Bedroom Available & Indoor Heated Pool,1148.0,1.0,4075482627,-122.052869,East Bay,/eby/apa/4075482627.html,38.277381,704.0,Sep,18,2013,60952523121004,6095,Solano,1.6306818181818181,1
1995,oakland piedmont / montclair,$825.00 - 1 BEDROOM APARTMENT NEAR PIEDMONT AVENUE,825.0,1.0,4075801749,-122.25422900000001,East Bay,/eby/apa/4075801749.html,37.821633,500.0,Sep,18,2013,60014040001004,6001,Alameda,1.65,1
1996,pittsburg / antioch,updated Dallas Ranch property in Antioch,1950.0,4.0,4075709286,-121.78936999999999,East Bay,/eby/apa/4075709286.html,37.964704,2654.0,Sep,18,2013,60133551082017,6013,Contra Costa,0.73474001507159,0
1998,san leandro,MOVE IN SPECIAL! A BEAUTIFUL APARTMENT WITH AMENITIES AND UPGRADES.,1495.0,1.0,4075653974,-122.14929,East Bay,/eby/apa/4075653974.html,37.723282,800.0,Sep,18,2013,60014326004000,6001,Alameda,1.86875,1
1999,pittsburg / antioch,▶♬ Lovely Antioch View Home ♬◄,2200.0,4.0,4075679313,-121.84421499999999,East Bay,/eby/apa/4075679313.html,37.97668,2255.0,Sep,18,2013,60133551071036,6013,Contra Costa,0.975609756097561,0
2001,oakland lake merritt / grand,2nd floor bright 1 bedroom with balcony,1300.0,1.0,4043556712,-122.252426,East Bay,/eby/apa/4043556712.html,37.813072999999996,575.0,Sep,18,2013,60014036001005,6001,Alameda,2.260869565217391,2
