,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,county_x,tractfips,logrecno,fipsblock,state,county_y,tract,blkgrp,block,arealand,P0010001,H00010001,outlier,view,walk
1648,pittsburg / antioch,"Lots of space, A Must see, 2 story 4+ bed, 3 bath Antioch - SELECT 1 R",1875.0,4.0,4076250581,-121.780759,East Bay,/eby/apa/4076250581.html,37.984069,2252.0,Sep,18,2013,060133551111004,06013,Contra Costa,06013355111,42629,060133551111004,06,013,355111,1,1004,26503,107,35,False,0,0
1649,oakland lake merritt / grand,Beautiful Apt.***Spacious & Clean***Laundry On-Site,1450.0,1.0,4065771832,-122.24736999999999,East Bay,/eby/apa/4065771832.html,37.798682,800.0,Sep,18,2013,060014054011003,06001,Alameda,06001405401,21597,060014054011003,06,001,405401,1,1003,12058,169,117,False,0,0
1650,fremont / union city / newark,Cozy Studio Apartment in Downtown Fremont,1395.0,0.0,4076344956,-121.990326,East Bay,/eby/apa/4076344956.html,37.546255,545.0,Sep,18,2013,060014419232037,06001,Alameda,06001441923,4969,060014419232037,06,001,441923,2,2037,6849,0,0,False,0,0
1651,fremont / union city / newark,Spacious 2 Bedroom 1 Bathroom Apartment,1845.0,2.0,4076344296,-121.990326,East Bay,/eby/apa/4076344296.html,37.546255,846.0,Sep,18,2013,060014419232037,06001,Alameda,06001441923,4969,060014419232037,06,001,441923,2,2037,6849,0,0,False,0,0
1652,fremont / union city / newark,Spacious 1 Bedroom Apartment in Downtown Fremont,1545.0,1.0,4076173401,-121.990326,East Bay,/eby/apa/4076173401.html,37.546255,682.0,Sep,18,2013,060014419232037,06001,Alameda,06001441923,4969,060014419232037,06,001,441923,2,2037,6849,0,0,False,0,0
1653,fremont / union city / newark,Spacious 2 Bed 1 Bath in Downtown Fremont,1845.0,2.0,4076186571,-121.990326,East Bay,/eby/apa/4076186571.html,37.546255,846.0,Sep,18,2013,060014419232037,06001,Alameda,06001441923,4969,060014419232037,06,001,441923,2,2037,6849,0,0,False,0,0
1654,concord / pleasant hill / martinez,4 bed/3 bath MARTINEZ HOME ~ SPACIOUS AND COZY,2695.0,4.0,4076334008,-122.080574,East Bay,/eby/apa/4076334008.html,37.977722,2482.0,Sep,18,2013,060133211024000,06013,Contra Costa,06013321102,48426,060133211024000,06,013,321102,4,4000,98131,335,130,False,0,0
1655,vallejo / benicia,"Wood Floors, Private deck, Dishwasher, Water & Garbage & Pkg. paid",825.0,1.0,4076213191,-122.244926,East Bay,/eby/apa/4076213191.html,38.128981,,Sep,18,2013,060952519012011,06095,Solano,06095251901,709805,060952519012011,06,095,251901,2,2011,80848,442,153,False,0,0
1656,vallejo / benicia,"Spacious layouts, fireplaces, ground level, storage, much more! ",985.0,1.0,4075694372,-122.244863,East Bay,/eby/apa/4075694372.html,38.129373,780.0,Sep,18,2013,060952519012011,06095,Solano,06095251901,709805,060952519012011,06,095,251901,2,2011,80848,442,153,False,0,0
1657,vallejo / benicia,"Vaulted ceilings, storage, balcony, you will love!! ",1315.0,2.0,4075690116,-122.244863,East Bay,/eby/apa/4075690116.html,38.129373,1040.0,Sep,18,2013,060952519012011,06095,Solano,06095251901,709805,060952519012011,06,095,251901,2,2011,80848,442,153,False,0,0
1658,fairfield / vacaville,"Join Our Wait List, Affordable Housing, Spacious, Near Vacaville HS",922.0,2.0,4076240411,-121.97991100000002,East Bay,/eby/apa/4076240411.html,38.359433,1065.0,Sep,18,2013,060952532045000,06095,Solano,06095253204,706540,060952532045000,06,095,253204,5,5000,283226,1229,372,False,0,0
1659,fairfield / vacaville,"Join our Wait List, Near Outlets, Affordable Housing, Spacious",850.0,1.0,4076239026,-121.97991100000002,East Bay,/eby/apa/4076239026.html,38.359433,600.0,Sep,18,2013,060952532045000,06095,Solano,06095253204,706540,060952532045000,06,095,253204,5,5000,283226,1229,372,False,0,0
1660,berkeley north / hills,Pet Friendly Single Family Home with Backyard!,3050.0,2.0,4076224602,-122.290504,East Bay,/eby/apa/4076224602.html,37.879763,800.0,Sep,18,2013,060014219003002,06001,Alameda,06001421900,2242,060014219003002,06,001,421900,3,3002,38875,196,95,False,0,0
1661,richmond / point / annex,Duplex Estilo Casita en Oakland,1200.0,2.0,4061326045,-122.170477,East Bay,/eby/apa/4061326045.html,37.749728000000005,,Sep,18,2013,060014096003008,06001,Alameda,06001409600,24574,060014096003008,06,001,409600,3,3008,21433,133,40,False,0,0
1662,oakland east,Apartamento de 2 recamaras ,1300.0,2.0,4071629022,-122.162077,East Bay,/eby/apa/4071629022.html,37.749728000000005,,Sep,18,2013,060014102001002,06001,Alameda,06001410200,25012,060014102001002,06,001,410200,1,1002,38561,443,185,False,0,0
1663,oakland north / temescal,51st St. - Spacious & Centrally Located Studio in N. Oakland/Temescal,995.0,0.0,4076028571,-122.26471299999999,East Bay,/eby/apa/4076028571.html,37.837026,,Sep,18,2013,060014011004007,06001,Alameda,06001401100,19355,060014011004007,06,001,401100,4,4007,25470,181,86,False,0,0
1664,2624 Foothill Blvd & 27th Avenue ,Spacious & Gorgeous 1 Bdrm coming available October 10th! ,895.0,1.0,4075877742,-122.22863400000001,East Bay,/eby/apa/4075877742.html,37.784428000000005,,Sep,18,2013,060014062013010,06001,Alameda,06001406201,22386,060014062013010,06,001,406201,3,3010,45674,840,293,False,0,0
1665,richmond / point / annex,"5103B Panama Ave, Richmond 94804 (xst-Columbia Blvd)",775.0,1.0,4064864161,-122.31566799999999,East Bay,/eby/apa/4064864161.html,37.90383,,Sep,18,2013,060133820004006,06013,Contra Costa,06013382000,60340,060133820004006,06,013,382000,4,4006,14742,113,50,False,0,0
1666,richmond / point / annex,"922 Carlson Blvd , Richmond CA  94804  (xst-S.43rd St.)  ",950.0,2.0,4056165081,-122.330004,East Bay,/eby/apa/4056165081.html,37.919294,,Sep,18,2013,060133820002007,06013,Contra Costa,06013382000,60295,060133820002007,06,013,382000,2,2007,19701,97,49,False,0,0
1667,pittsburg / antioch,"2 bedroom, 1 bathroom",950.0,2.0,4012607329,-121.887069,East Bay,/eby/apa/4012607329.html,38.022220000000004,,Sep,18,2013,060133110001007,06013,Contra Costa,06013311000,43223,060133110001007,06,013,311000,1,1007,12821,41,16,False,0,0
1668,vallejo / benicia,Benicia home,1290.0,2.0,4075956717,-122.149098,East Bay,/eby/apa/4075956717.html,38.05305,950.0,Sep,18,2013,060952521021105,06095,Solano,06095252102,707553,060952521021105,06,095,252102,1,1105,21328,52,25,False,0,0
1669,pittsburg / antioch,"Ground floor unit with upgrades 2 bed, 1 bath - SELECT 1 REALTY",850.0,2.0,4029557059,-121.81386699999999,East Bay,/eby/apa/4029557059.html,38.006823,900.0,Sep,18,2013,060133071021008,06013,Contra Costa,06013307102,42036,060133071021008,06,013,307102,1,1008,9297,46,21,False,0,0
1670,vallejo / benicia,PRICE REDUCED! 3 bed 1.5 bath home in Vallejo,1195.0,3.0,4036704885,-122.22398799999999,East Bay,/eby/apa/4036704885.html,38.093407,1050.0,Sep,18,2013,060952504002013,06095,Solano,06095250400,708256,060952504002013,06,095,250400,2,2013,32504,120,49,False,0,0
1671,fairfield / vacaville,Beautiful 3/2 near Mankas Park ,1650.0,3.0,4071530906,-122.060709,East Bay,/eby/apa/4071530906.html,38.266397999999995,1724.0,Sep,18,2013,060952523062018,06095,Solano,06095252306,701124,060952523062018,06,095,252306,2,2018,102539,109,42,False,0,0
1672,vallejo / benicia,Newly renovated 1 bed 1 bath home in Vallejo!,950.0,1.0,4036829865,-122.25307600000001,East Bay,/eby/apa/4036829865.html,38.110136,1050.0,Sep,18,2013,060952515002013,06095,Solano,06095251500,709294,060952515002013,06,095,251500,2,2013,9010,17,6,False,0,0
1673,vallejo / benicia,Charming 3 bed 1 bath home in Vallejo,1395.0,3.0,4050392724,-122.259611,East Bay,/eby/apa/4050392724.html,38.114661,1373.0,Sep,18,2013,060952517011006,06095,Solano,06095251701,709468,060952517011006,06,095,251701,1,1006,30850,86,42,False,0,0
1674,fairfield / vacaville,2 bed 2 bath home with den/bonus room in Fairfield (Cordelia),1875.0,2.0,4036806970,-122.13951399999999,East Bay,/eby/apa/4036806970.html,38.193748,1434.0,Sep,18,2013,060952522022048,06095,Solano,06095252202,700897,060952522022048,06,095,252202,2,2048,30524,116,35,False,0,0
1675,fairfield / vacaville,3 bed 2 bath in Suisun City! ,1250.0,3.0,4071532514,-121.995951,East Bay,/eby/apa/4071532514.html,38.244004,1138.0,Sep,18,2013,060952527054021,06095,Solano,06095252705,702927,060952527054021,06,095,252705,4,4021,58459,132,47,False,0,0
1676,vallejo / benicia,1715 Sonoma Blvd #212 ,725.0,0.0,4045907186,-122.254939,East Bay,/eby/apa/4045907186.html,38.101240999999995,580.0,Sep,18,2013,060952509002012,06095,Solano,06095250900,708835,060952509002012,06,095,250900,2,2012,8206,41,28,False,0,0
1677,vallejo / benicia,488 Corcoran Ave #2*** Condo in North Vallejo,925.0,2.0,4056773137,-122.248139,East Bay,/eby/apa/4056773137.html,38.148978,880.0,Sep,18,2013,060952519022009,06095,Solano,06095251902,709845,060952519022009,06,095,251902,2,2009,39257,345,112,False,0,0
1678,vallejo / benicia,488 Corcoran Ave #2*** Condo in North Vallejo,925.0,2.0,4056771686,-122.248139,East Bay,/eby/apa/4056771686.html,38.148978,880.0,Sep,18,2013,060952519022009,06095,Solano,06095251902,709845,060952519022009,06,095,251902,2,2009,39257,345,112,False,0,0
1679,vallejo / benicia,635 Ohio St Apt C,550.0,1.0,4065573753,-122.25591000000001,East Bay,/eby/apa/4065573753.html,38.107053,,Sep,18,2013,060952516002041,06095,Solano,06095251600,709441,060952516002041,06,095,251600,2,2041,8248,35,21,False,0,0
1680,vallejo / benicia,"221 Valley Oak Lane, Glen Cove",1800.0,4.0,4065572167,-122.209655,East Bay,/eby/apa/4065572167.html,38.082427,1692.0,Sep,18,2013,060952506051014,06095,Solano,06095250605,708435,060952506051014,06,095,250605,1,1014,49592,114,39,False,0,0
1681,vallejo / benicia,514 Daniels Ave,1450.0,4.0,4065564814,-122.268203,East Bay,/eby/apa/4065564814.html,38.121978000000006,1702.0,Sep,18,2013,060952517021007,06095,Solano,06095251702,709529,060952517021007,06,095,251702,1,1007,5172,15,7,False,0,0
1682,vallejo / benicia,623 Pope Dr. Apt D***Spacious Apt. East Vallejo,850.0,1.0,4065292625,-122.208378,East Bay,/eby/apa/4065292625.html,38.093454,,Sep,18,2013,060952505022003,06095,Solano,06095250502,708323,060952505022003,06,095,250502,2,2003,453563,615,236,False,0,0
1683,fremont / union city / newark,Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4075836477,-122.082574,East Bay,/eby/apa/4075836477.html,37.5828,2139.0,Sep,18,2013,060014403322000,06001,Alameda,06001440332,7779,060014403322000,06,001,440332,2,2000,1134541,290,75,False,0,0
1684,fremont / union city / newark, Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4070321351,-122.082574,East Bay,/eby/apa/4070321351.html,37.5828,2139.0,Sep,18,2013,060014403322000,06001,Alameda,06001440332,7779,060014403322000,06,001,440332,2,2000,1134541,290,75,False,0,0
1685,fremont / union city / newark,Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4066035754,-122.082574,East Bay,/eby/apa/4066035754.html,37.5828,2139.0,Sep,18,2013,060014403322000,06001,Alameda,06001440332,7779,060014403322000,06,001,440332,2,2000,1134541,290,75,False,0,0
1686,fremont / union city / newark, Single Family Home in a Quiet Neighborhood Near Great Schools,3000.0,4.0,4063327999,-122.082574,East Bay,/eby/apa/4063327999.html,37.5828,2139.0,Sep,18,2013,060014403322000,06001,Alameda,06001440332,7779,060014403322000,06,001,440332,2,2000,1134541,290,75,False,0,0
1687,oakland east,Great home with a big backyard and storage shed,1699.0,3.0,4071237794,-122.174477,East Bay,/eby/apa/4071237794.html,37.730329,,Sep,18,2013,060014092001003,06001,Alameda,06001409200,24293,060014092001003,06,001,409200,1,1003,24450,147,47,False,0,0
1688,concord / pleasant hill / martinez,2 Bedroom 1.5 Bath Condo,1250.0,2.0,4075788018,-122.048216,East Bay,/eby/apa/4075788018.html,37.998452,990.0,Sep,18,2013,060133270004000,06013,Contra Costa,06013327000,45151,060133270004000,06,013,327000,4,4000,90680,1,0,False,0,0
1689,fremont / union city / newark,"Updated Single Family Home, 3 Bedrooms, 2 Bathrooms in Central Fremont",2200.0,3.0,4075787171,-121.990986,East Bay,/eby/apa/4075787171.html,37.527698,1067.0,Sep,18,2013,060014428001006,06001,Alameda,06001442800,5846,060014428001006,06,001,442800,1,1006,342158,659,229,False,0,0
1690,hayward / castro valley,Spacious 1 BR Apt. with Plush Carpeting & Walk-in Closets,1923.0,1.0,4075784925,-122.094752,East Bay,/eby/apa/4075784925.html,37.659316,985.0,Sep,18,2013,060014367001006,06001,Alameda,06001436700,10295,060014367001006,06,001,436700,1,1006,2306,0,0,False,0,1
1691,santa clara,Great Home In Wonderful Neighborhood Near Top Employers,2895.0,3.0,4045860216,-121.953,South Bay,/sby/apa/4045860216.html,37.3492,,Sep,18,2013,060855057001009,06085,Santa Clara,06085505700,661963,060855057001009,06,085,505700,1,1009,24003,114,56,False,0,0
1692,santa clara,Large Corner Unit Santa Clara Apt. Good Location Close To Everything!!,1575.0,1.0,4063750534,-121.9673,South Bay,/sby/apa/4063750534.html,37.342058,700.0,Sep,18,2013,060855055002009,06085,Santa Clara,06085505500,661820,060855055002009,06,085,505500,2,2009,85135,503,230,False,0,0
1693,milpitas,3 bedroom 2 ba 2 car garage,2550.0,3.0,4075454541,-121.877425,South Bay,/sby/apa/4075454541.html,37.44105,1300.0,Sep,18,2013,060855044124002,06085,Santa Clara,06085504412,648606,060855044124002,06,085,504412,4,4002,34023,158,42,False,0,0
1694,mountain view,Spacious & Gorgeous Apartment in Mountain View Near Google & Stanford,1650.0,1.0,4048350987,-122.115774,South Bay,/sby/apa/4048350987.html,37.404740000000004,700.0,Sep,18,2013,060855094012009,06085,Santa Clara,06085509401,649976,060855094012009,06,085,509401,2,2009,32030,183,95,False,1,0
1695,willow glen / cambrian,Beautiful Willows 3b/2.5 Townhome Near Park on Rubino,3150.0,3.0,4063746427,-121.875727,South Bay,/sby/apa/4063746427.html,37.279459,1700.0,Sep,18,2013,060855031082025,06085,Santa Clara,06085503108,654267,060855031082025,06,085,503108,2,2025,15618,126,49,False,0,0
1696,san jose south,Beautiful House for Family,2700.0,3.0,4071037806,-121.8187,South Bay,/sby/apa/4071037806.html,37.344223,1228.0,Sep,18,2013,060855035112008,06085,Santa Clara,06085503511,656114,060855035112008,06,085,503511,2,2008,36656,261,57,False,0,0
1697,sunnyvale,NEWLY REMODELRD HOME 4bed/3ba WITH GREAT SCHOOLS 94087,3650.0,4.0,4075113996,-122.012927,South Bay,/sby/apa/4075113996.html,37.342417,2244.0,Sep,18,2013,060855082025003,06085,Santa Clara,06085508202,664017,060855082025003,06,085,508202,5,5003,20911,62,25,False,0,0
1698,pittsburg / antioch,Cute & Cheap! 2 Bed/1 Bath Basement Apartment in Old Town Antioch,875.0,2.0,4076528001,-121.81016699999999,East Bay,/eby/apa/4076528001.html,38.014321,,Sep,18,2013,060133050001010,06013,Contra Costa,06013305000,41667,060133050001010,06,013,305000,1,1010,8696,32,14,False,0,0
1699,oakland hills / mills,Open 9/20@ 10:00 a.m.~Available 10/1 - Craftsman Bungalow Beauty 3/2,2150.0,3.0,4076526734,-122.191778,East Bay,/eby/apa/4076526734.html,37.774328000000004,,Sep,18,2013,060014077001012,06001,Alameda,06001407700,23285,060014077001012,06,001,407700,1,1012,17043,84,32,False,0,0
1700,concord / pleasant hill / martinez,Upper Level Pleasant Hill Condo,1500.0,2.0,4076672475,-122.071497,East Bay,/eby/apa/4076672475.html,37.975991,801.0,Sep,18,2013,060133212002015,06013,Contra Costa,06013321200,49420,060133212002015,06,013,321200,2,2015,169073,669,337,False,0,0
1701,oakland downtown,Luxury Awaits You.  Walk to Bart,2727.0,1.0,4076683192,-122.27518,East Bay,/eby/apa/4076683192.html,37.806227,,Sep,18,2013,060014028001011,06001,Alameda,06001402800,20225,060014028001011,06,001,402800,1,1011,9420,74,82,False,0,1
1702,oakland downtown,"Luxury is Waiting For You @ Domain! Washer/Dryer Inside, Fitness Ctr",3280.0,2.0,4075867153,-122.27518,East Bay,/eby/apa/4075867153.html,37.806227,1201.0,Sep,18,2013,060014028001011,06001,Alameda,06001402800,20225,060014028001011,06,001,402800,1,1011,9420,74,82,False,0,0
1703,oakland downtown,Perfect for Roommates that Want Luxury ,3280.0,2.0,4076102372,-122.27518,East Bay,/eby/apa/4076102372.html,37.806227,,Sep,18,2013,060014028001011,06001,Alameda,06001402800,20225,060014028001011,06,001,402800,1,1011,9420,74,82,False,0,0
1704,dublin / pleasanton / livermore,"$2110 / 3br - 1400ft; - 3-bedroom, two bath family condo next to BART ",2110.0,3.0,4076664332,-121.89934,East Bay,/eby/apa/4076664332.html,37.704484,1400.0,Sep,18,2013,060014501011036,06001,Alameda,06001450101,13614,060014501011036,06,001,450101,1,1036,17086,508,257,False,0,0
1705,oakland hills / mills,"IMMACULATE 3 BR, 2 1/2 BA HOME IN OAKLAND HILLS ",,0.0,4076173473,-122.17720700000001,East Bay,/eby/apa/4076173473.html,37.795364,,Sep,18,2013,060014080002011,06001,Alameda,06001408000,23479,060014080002011,06,001,408000,2,2011,473062,856,227,False,0,0
1706,oakland hills / mills,2 BR 2 BA Remodeled Condo in Oakland Hills with Lots of Exciting Perks,2300.0,2.0,4076308736,-122.14906,East Bay,/eby/apa/4076308736.html,37.771356,1100.0,Sep,18,2013,060014081002016,06001,Alameda,06001408100,23530,060014081002016,06,001,408100,2,2016,1301785,1207,613,False,0,0
1707,brentwood / oakley,Beautiful Brentwood One story in excellent location,2250.0,5.0,4076329409,-121.71051200000001,East Bay,/eby/apa/4076329409.html,37.920849,2800.0,Sep,18,2013,060133032052039,06013,Contra Costa,06013303205,53953,060133032052039,06,013,303205,2,2039,59218,163,48,False,0,0
1708,richmond / point / annex,Recently remodeled 3bd/1bt SECTION * OK,1756.0,3.0,4076188282,-122.32296299999999,East Bay,/eby/apa/4076188282.html,37.926233,,Sep,18,2013,060133810002004,06013,Contra Costa,06013381000,60201,060133810002004,06,013,381000,2,2004,20303,89,29,False,0,0
1709,richmond / point / annex,Beautiful Newly Remodeled Apt. Section 8 OK,1250.0,2.0,4076223808,-122.32296799999999,East Bay,/eby/apa/4076223808.html,37.926258000000004,,Sep,18,2013,060133810002004,06013,Contra Costa,06013381000,60201,060133810002004,06,013,381000,2,2004,20303,89,29,False,0,0
1710,pittsburg / antioch,Your dream home for lease in Antioch,2200.0,4.0,4076316547,-121.849301,East Bay,/eby/apa/4076316547.html,37.983378,2505.0,Sep,18,2013,060133551071197,06013,Contra Costa,06013355107,55677,060133551071197,06,013,355107,1,1197,21559,92,24,False,0,0
1711,alameda,房屋出租 APTS 4 BEDROOMS 2 FULL BATH IN ALAMEDA CITY (al,2800.0,4.0,4076234591,-122.27708,East Bay,/eby/apa/4076234591.html,37.776638,1560.0,Sep,18,2013,060014276002011,06001,Alameda,06001427600,397,060014276002011,06,001,427600,2,2011,9511,0,0,False,0,0
1712,oakland west,Beautiful 3bd/2ba condo,2500.0,3.0,4076212745,-122.29589399999999,East Bay,/eby/apa/4076212745.html,37.809540999999996,1400.0,Sep,18,2013,060014018001013,06001,Alameda,06001401800,19928,060014018001013,06,001,401800,1,1013,12524,90,36,False,0,0
1713,danville / san ramon,Duplex*Garage*3 Bed 2 Ba*Washer/Dryer*Gardener*Backyard*,2395.0,3.0,4071267482,-121.981866,East Bay,/eby/apa/4071267482.html,37.791486,1350.0,Sep,18,2013,060133451051009,06013,Contra Costa,06013345105,46849,060133451051009,06,013,345105,1,1009,251438,141,57,False,0,0
1714,walnut creek,"Quaint, suitable, 2 bedroom 2bath in Downtown Walnut Creek  ",2495.0,2.0,4075958397,-122.06466,East Bay,/eby/apa/4075958397.html,37.894677,970.0,Sep,18,2013,060133390011010,06013,Contra Costa,06013339001,51346,060133390011010,06,013,339001,1,1010,62541,676,525,False,0,0
1715,fremont / union city / newark,"Beautiful Single Family Home, 6-9 month lease only",3250.0,5.0,4056233066,-122.009204,East Bay,/eby/apa/4056233066.html,37.595223,2600.0,Sep,18,2013,060014403351012,06001,Alameda,06001440335,7943,060014403351012,06,001,440335,1,1012,18579,110,26,False,0,0
1716,pittsburg / antioch,Newly Redone and Fresh Painted 2 Bed/2 Bath Apartment with a Bonus roo,1100.0,2.0,4075904586,-121.81527700000001,East Bay,/eby/apa/4075904586.html,38.012821,,Sep,18,2013,060133050005026,06013,Contra Costa,06013305000,41825,060133050005026,06,013,305000,5,5026,6084,25,16,False,0,0
1717,pittsburg / antioch,Newly Redone and Fresh Painted 2 Bed/2 Bath Apartment with a Bonus roo,1100.0,2.0,4029446193,-121.81527700000001,East Bay,/eby/apa/4029446193.html,38.012821,,Sep,18,2013,060133050005026,06013,Contra Costa,06013305000,41825,060133050005026,06,013,305000,5,5026,6084,25,16,False,0,0
1718,fremont / union city / newark,连体别墅出租 townhouse for rent$1500&#128077,1500.0,2.0,4075932684,-122.018864,East Bay,/eby/apa/4075932684.html,37.554292,1000.0,Sep,18,2013,060014416023003,06001,Alameda,06001441602,4650,060014416023003,06,001,441602,3,3003,38169,128,52,False,0,0
1719,oakland lake merritt / grand,Spacious apartment near Lake Merritt,1800.0,2.0,4075947657,-122.24818,East Bay,/eby/apa/4075947657.html,37.806027,,Sep,18,2013,060014052004011,06001,Alameda,06001405200,21543,060014052004011,06,001,405200,4,4011,23712,249,138,False,0,0
1720,pittsburg / antioch,"Spacious 4 bedroom, 3 bath, 3 car garage!",1975.0,4.0,4076186694,-121.75371399999999,East Bay,/eby/apa/4076186694.html,37.970276,2169.0,Sep,18,2013,060133020091017,06013,Contra Costa,06013302009,52936,060133020091017,06,013,302009,1,1017,186993,379,118,False,0,0
1721,lafayette / orinda / moraga,4BR/4BTH Home - ORINDA - 6 to 9 mo lease,4450.0,4.0,4076161562,-122.182377,East Bay,/eby/apa/4076161562.html,37.893524,3300.0,Sep,18,2013,060133540024011,06013,Contra Costa,06013354002,49149,060133540024011,06,013,354002,4,4011,32941,2,1,False,0,0
1722,emeryville,A spacious sunny and bright apartment home.,2100.0,2.0,4076141471,-122.280394,East Bay,/eby/apa/4076141471.html,37.831274,1015.0,Sep,18,2013,060014251042013,06001,Alameda,06001425104,18550,060014251042013,06,001,425104,2,2013,14245,0,0,False,0,0
1723,,"Low Prices, Great Homes - Contact Us About Our Apts ",1028.0,1.0,4043544108,-122.132403,East Bay,/eby/apa/4043544108.html,37.692538,,Sep,18,2013,060014332002018,06001,Alameda,06001433200,12602,060014332002018,06,001,433200,2,2018,31778,316,177,False,0,0
1724,2125 92nd Avenue & Bancroft,3 Apartment Available Soon!! $0 To Apply,1195.0,3.0,4063563117,-122.166132,East Bay,/eby/apa/4063563117.html,37.751926,865.0,Sep,18,2013,060014097002009,06001,Alameda,06001409700,24623,060014097002009,06,001,409700,2,2009,19885,182,54,False,0,0
1725,2125 92nd Avenue & Bancroft,3 bedroom apartment coming soon!! No cost to apply!!,1150.0,3.0,4046157782,-122.166132,East Bay,/eby/apa/4046157782.html,37.751926,901.0,Sep,18,2013,060014097002009,06001,Alameda,06001409700,24623,060014097002009,06,001,409700,2,2009,19885,182,54,False,0,0
1726,2125 92nd Avenue & Bancroft,Beautiful & Spacious Townhome Apartment / $0  To Apply,1095.0,2.0,4061265589,-122.166132,East Bay,/eby/apa/4061265589.html,37.751926,,Sep,18,2013,060014097002009,06001,Alameda,06001409700,24623,060014097002009,06,001,409700,2,2009,19885,182,54,False,0,0
1727,dublin / pleasanton / livermore,Complimentary coffee bar / 3 laundry facilities / Swimming pool,1369.0,1.0,4075840833,-121.736731,East Bay,/eby/apa/4075840833.html,37.709663,538.0,Sep,18,2013,060014512012005,06001,Alameda,06001451201,14709,060014512012005,06,001,451201,2,2005,454108,543,214,False,0,0
1728,pittsburg / antioch,2 story/3bed/2.5bath great single house near bart in Bay point,1650.0,3.0,4046715677,-121.948171,East Bay,/eby/apa/4046715677.html,38.02202,1550.0,Sep,18,2013,060133141042007,06013,Contra Costa,06013314104,42805,060133141042007,06,013,314104,2,2007,81174,620,206,False,0,0
1730,pittsburg / antioch,3/2.5 in Antioch off Golf Course Rd! Just Remodeled!,1750.0,3.0,4075782177,-121.80419499999999,East Bay,/eby/apa/4075782177.html,37.962201,1631.0,Sep,18,2013,060133551081025,06013,Contra Costa,06013355108,55731,060133551081025,06,013,355108,1,1025,17328,70,20,False,0,0
1731,vallejo / benicia,4bd/ 2bth NEWLY REMODELED ALL UTILITIES INCLUDED!!!,2100.0,4.0,4056437776,-122.240261,East Bay,/eby/apa/4056437776.html,38.088487,1400.0,Sep,18,2013,060952507012001,06095,Solano,06095250701,708525,060952507012001,06,095,250701,2,2001,16997,62,26,False,0,0
1732,vallejo / benicia,ALL UTILITIES INCLUDED BRAND NEW REMODELED 4BR/2BTH,2100.0,4.0,4075774803,-122.240261,East Bay,/eby/apa/4075774803.html,38.088487,1400.0,Sep,18,2013,060952507012001,06095,Solano,06095250701,708525,060952507012001,06,095,250701,2,2001,16997,62,26,False,0,0
1733,fairfield / vacaville,North Vacaville 3/2,1395.0,3.0,4075780539,-121.998869,East Bay,/eby/apa/4075780539.html,38.351283,,Sep,18,2013,060952531014009,06095,Solano,06095253101,705966,060952531014009,06,095,253101,4,4009,15607,54,20,False,0,0
1734,fremont / union city / newark,Fully Furnished Condo Located by the Great Mall!,1700.0,1.0,4061472623,-121.88471799999999,East Bay,/eby/apa/4061472623.html,37.42876,676.0,Sep,18,2013,060855044181004,06085,Santa Clara,06085504418,648760,060855044181004,06,085,504418,1,1004,43310,0,0,False,0,0
1735,hayward / castro valley,Open House Saturday 10am - 1pm,1495.0,2.0,4075748952,-122.07861299999999,East Bay,/eby/apa/4075748952.html,37.678740999999995,,Sep,18,2013,060014354001001,06001,Alameda,06001435400,9832,060014354001001,06,001,435400,1,1001,14505,96,36,False,0,0
1736,hayward / castro valley,Open House Saturday 10am - 2pm,995.0,1.0,4075714190,-122.078456,East Bay,/eby/apa/4075714190.html,37.678884000000004,,Sep,18,2013,060014354001001,06001,Alameda,06001435400,9832,060014354001001,06,001,435400,1,1001,14505,96,36,False,0,0
1737,danville / san ramon,Amenities Galore!,1915.0,1.0,4075771587,-121.948753,East Bay,/eby/apa/4075771587.html,37.765828000000006,769.0,Sep,18,2013,060133451083000,06013,Contra Costa,06013345108,50296,060133451083000,06,013,345108,3,3000,683732,933,504,False,0,0
1738,petaluma,"Spacious 4Bd 2Ba, Fam Rm, Din Rm, Fireplace, in E. Petaluma",2200.0,4.0,4076903068,-122.601478,North Bay,/nby/apa/4076903068.html,38.246421000000005,1800.0,Sep,18,2013,060971506022000,06097,Sonoma,06097150602,712923,060971506022000,06,097,150602,2,2000,60934,187,66,False,0,0
1739,napa county,Charming renovated Bungalow,2250.0,2.0,4076889066,-122.28648500000001,North Bay,/nby/apa/4076889066.html,38.317679999999996,948.0,Sep,18,2013,060552005043001,06055,Napa,06055200504,356359,060552005043001,06,055,200504,3,3001,30862,106,41,False,0,0
1740,napa county,Beautiful and Unique Victorian Farmhouse in Calistoga,2500.0,2.0,4076865862,-122.584977,North Bay,/nby/apa/4076865862.html,38.576915,1635.0,Sep,18,2013,060552020004017,06055,Napa,06055202000,355085,060552020004017,06,055,202000,4,4017,11576,36,16,False,0,0
