POPGROUP,label,GEOIDLONG,GEOID,geodisplay,Population
1,Total population,1400000US06001441921,6001441921,"Census Tract 4419.21, Alameda County, California",3663
1,Total population,1400000US06001441923,6001441923,"Census Tract 4419.23, Alameda County, California",5605
1,Total population,1400000US06001441924,6001441924,"Census Tract 4419.24, Alameda County, California",7301
1,Total population,1400000US06001441925,6001441925,"Census Tract 4419.25, Alameda County, California",6159
1,Total population,1400000US06001441926,6001441926,"Census Tract 4419.26, Alameda County, California",4080
1,Total population,1400000US06001441927,6001441927,"Census Tract 4419.27, Alameda County, California",4103
1,Total population,1400000US06001442000,6001442000,"Census Tract 4420, Alameda County, California",3212
1,Total population,1400000US06001442100,6001442100,"Census Tract 4421, Alameda County, California",5166
1,Total population,1400000US06001442200,6001442200,"Census Tract 4422, Alameda County, California",6875
1,Total population,1400000US06001442301,6001442301,"Census Tract 4423.01, Alameda County, California",4388
1,Total population,1400000US06001442302,6001442302,"Census Tract 4423.02, Alameda County, California",4788
1,Total population,1400000US06001442400,6001442400,"Census Tract 4424, Alameda County, California",6253
1,Total population,1400000US06001442500,6001442500,"Census Tract 4425, Alameda County, California",7371
1,Total population,1400000US06001442601,6001442601,"Census Tract 4426.01, Alameda County, California",3844
1,Total population,1400000US06001442602,6001442602,"Census Tract 4426.02, Alameda County, California",5074
1,Total population,1400000US06001442700,6001442700,"Census Tract 4427, Alameda County, California",2873
1,Total population,1400000US06001442800,6001442800,"Census Tract 4428, Alameda County, California",2816
1,Total population,1400000US06001442900,6001442900,"Census Tract 4429, Alameda County, California",7194
1,Total population,1400000US06001443001,6001443001,"Census Tract 4430.01, Alameda County, California",2917
1,Total population,1400000US06001443002,6001443002,"Census Tract 4430.02, Alameda County, California",5918
1,Total population,1400000US06001443102,6001443102,"Census Tract 4431.02, Alameda County, California",4611
1,Total population,1400000US06001443103,6001443103,"Census Tract 4431.03, Alameda County, California",4029
1,Total population,1400000US06001443104,6001443104,"Census Tract 4431.04, Alameda County, California",5558
1,Total population,1400000US06001443105,6001443105,"Census Tract 4431.05, Alameda County, California",4456
1,Total population,1400000US06001443200,6001443200,"Census Tract 4432, Alameda County, California",3704
1,Total population,1400000US06001443301,6001443301,"Census Tract 4433.01, Alameda County, California",4074
1,Total population,1400000US06001443321,6001443321,"Census Tract 4433.21, Alameda County, California",3142
1,Total population,1400000US06001443322,6001443322,"Census Tract 4433.22, Alameda County, California",2985
1,Total population,1400000US06001444100,6001444100,"Census Tract 4441, Alameda County, California",7280
1,Total population,1400000US06001444200,6001444200,"Census Tract 4442, Alameda County, California",6499
1,Total population,1400000US06001444301,6001444301,"Census Tract 4443.01, Alameda County, California",3855
1,Total population,1400000US06001444302,6001444302,"Census Tract 4443.02, Alameda County, California",4354
1,Total population,1400000US06001444400,6001444400,"Census Tract 4444, Alameda County, California",5114
1,Total population,1400000US06001444500,6001444500,"Census Tract 4445, Alameda County, California",6696
1,Total population,1400000US06001444601,6001444601,"Census Tract 4446.01, Alameda County, California",4761
1,Total population,1400000US06001444602,6001444602,"Census Tract 4446.02, Alameda County, California",4014
1,Total population,1400000US06001450101,6001450101,"Census Tract 4501.01, Alameda County, California",4349
1,Total population,1400000US06001450102,6001450102,"Census Tract 4501.02, Alameda County, California",9434
1,Total population,1400000US06001450200,6001450200,"Census Tract 4502, Alameda County, California",4067
1,Total population,1400000US06001450300,6001450300,"Census Tract 4503, Alameda County, California",4551
1,Total population,1400000US06001450400,6001450400,"Census Tract 4504, Alameda County, California",5968
1,Total population,1400000US06001450501,6001450501,"Census Tract 4505.01, Alameda County, California",3129
1,Total population,1400000US06001450502,6001450502,"Census Tract 4505.02, Alameda County, California",4185
1,Total population,1400000US06001450601,6001450601,"Census Tract 4506.01, Alameda County, California",3379
1,Total population,1400000US06001450602,6001450602,"Census Tract 4506.02, Alameda County, California",8722
1,Total population,1400000US06001450603,6001450603,"Census Tract 4506.03, Alameda County, California",4657
1,Total population,1400000US06001450604,6001450604,"Census Tract 4506.04, Alameda County, California",4796
1,Total population,1400000US06001450605,6001450605,"Census Tract 4506.05, Alameda County, California",3685
1,Total population,1400000US06001450606,6001450606,"Census Tract 4506.06, Alameda County, California",5733
1,Total population,1400000US06001450607,6001450607,"Census Tract 4506.07, Alameda County, California",5251
1,Total population,1400000US06001450701,6001450701,"Census Tract 4507.01, Alameda County, California",8075
1,Total population,1400000US06001450741,6001450741,"Census Tract 4507.41, Alameda County, California",4768
1,Total population,1400000US06001450742,6001450742,"Census Tract 4507.42, Alameda County, California",4576
1,Total population,1400000US06001450743,6001450743,"Census Tract 4507.43, Alameda County, California",4734
1,Total population,1400000US06001450744,6001450744,"Census Tract 4507.44, Alameda County, California",4831
1,Total population,1400000US06001450745,6001450745,"Census Tract 4507.45, Alameda County, California",5956
1,Total population,1400000US06001450746,6001450746,"Census Tract 4507.46, Alameda County, California",3152
1,Total population,1400000US06001450750,6001450750,"Census Tract 4507.50, Alameda County, California",3618
1,Total population,1400000US06001450751,6001450751,"Census Tract 4507.51, Alameda County, California",2115
1,Total population,1400000US06001450752,6001450752,"Census Tract 4507.52, Alameda County, California",5262
1,Total population,1400000US06001451101,6001451101,"Census Tract 4511.01, Alameda County, California",7081
